Start runing encode (mbh, keyframe-5, devel2013, 1, 33) at 13-Sep-2013 11:06:17
Start runing encode (mbh, keyframe-5, devel2013, 8581, 8613) at 13-Sep-2013 13:56:43
Start runing encode (mbh, keyframe-5, devel2013, 8482, 8514) at 13-Sep-2013 13:56:43
Start runing encode (mbh, keyframe-5, devel2013, 8878, 8910) at 13-Sep-2013 13:56:43
Start runing encode (mbh, keyframe-5, devel2013, 8218, 8250) at 13-Sep-2013 13:56:43
Start runing encode (mbh, keyframe-5, devel2013, 8911, 8943) at 13-Sep-2013 13:56:43
Start runing encode (mbh, keyframe-5, devel2013, 8680, 8712) at 13-Sep-2013 13:56:43
Start runing encode (mbh, keyframe-5, devel2013, 7987, 8019) at 13-Sep-2013 13:56:43
Start runing encode (mbh, keyframe-5, devel2013, 7855, 7887) at 13-Sep-2013 13:56:43
Start runing encode (mbh, keyframe-5, devel2013, 8152, 8184) at 13-Sep-2013 13:56:43
Start runing encode (mbh, keyframe-5, devel2013, 8317, 8349) at 13-Sep-2013 13:56:44
Start runing encode (mbh, keyframe-5, devel2013, 8746, 8778) at 13-Sep-2013 13:56:44
Start runing encode (mbh, keyframe-5, devel2013, 8416, 8448) at 13-Sep-2013 13:56:44
Start runing encode (mbh, keyframe-5, devel2013, 8020, 8052) at 13-Sep-2013 13:56:44
Finish runing encode (mbh, keyframe-5, devel2013, 8812, 8844) at 13-Sep-2013 13:56:46
Finish runing encode (mbh, keyframe-5, devel2013, 8779, 8811) at 13-Sep-2013 13:56:46
Finish runing encode (mbh, keyframe-5, devel2013, 8350, 8382) at 13-Sep-2013 13:56:47
Finish runing encode (mbh, keyframe-5, devel2013, 7888, 7920) at 13-Sep-2013 13:56:47
Finish runing encode (mbh, keyframe-5, devel2013, 8482, 8514) at 13-Sep-2013 13:56:47
Finish runing encode (mbh, keyframe-5, devel2013, 8614, 8646) at 13-Sep-2013 13:56:47
Finish runing encode (mbh, keyframe-5, devel2013, 8053, 8085) at 13-Sep-2013 13:56:47
Finish runing encode (mbh, keyframe-5, devel2013, 8647, 8679) at 13-Sep-2013 13:56:47
Finish runing encode (mbh, keyframe-5, devel2013, 7855, 7887) at 13-Sep-2013 13:56:47
Finish runing encode (mbh, keyframe-5, devel2013, 8152, 8184) at 13-Sep-2013 13:56:47
Finish runing encode (mbh, keyframe-5, devel2013, 8383, 8415) at 13-Sep-2013 13:56:47
Finish runing encode (mbh, keyframe-5, devel2013, 8845, 8877) at 13-Sep-2013 13:56:47
Finish runing encode (mbh, keyframe-5, devel2013, 8713, 8745) at 13-Sep-2013 13:56:47
Finish runing encode (mbh, keyframe-5, devel2013, 7987, 8019) at 13-Sep-2013 13:56:47
Finish runing encode (mbh, keyframe-5, devel2013, 8911, 8943) at 13-Sep-2013 13:56:47
Finish runing encode (mbh, keyframe-5, devel2013, 8251, 8283) at 13-Sep-2013 13:56:47
Finish runing encode (mbh, keyframe-5, devel2013, 8218, 8250) at 13-Sep-2013 13:56:47
Finish runing encode (mbh, keyframe-5, devel2013, 7954, 7986) at 13-Sep-2013 13:56:47
Finish runing encode (mbh, keyframe-5, devel2013, 8878, 8910) at 13-Sep-2013 13:56:47
Finish runing encode (mbh, keyframe-5, devel2013, 8581, 8613) at 13-Sep-2013 13:56:47
Finish runing encode (mbh, keyframe-5, devel2013, 8548, 8580) at 13-Sep-2013 13:56:47
Finish runing encode (mbh, keyframe-5, devel2013, 8515, 8547) at 13-Sep-2013 13:56:47
Finish runing encode (mbh, keyframe-5, devel2013, 8086, 8118) at 13-Sep-2013 13:56:47
Finish runing encode (mbh, keyframe-5, devel2013, 8119, 8151) at 13-Sep-2013 13:56:47
Finish runing encode (mbh, keyframe-5, devel2013, 8185, 8217) at 13-Sep-2013 13:56:47
Finish runing encode (mbh, keyframe-5, devel2013, 8416, 8448) at 13-Sep-2013 13:56:48
Finish runing encode (mbh, keyframe-5, devel2013, 8746, 8778) at 13-Sep-2013 13:56:48
Finish runing encode (mbh, keyframe-5, devel2013, 8020, 8052) at 13-Sep-2013 13:56:48
Start runing encode (mbh, keyframe-5, devel2013, 9043, 9075) at 13-Sep-2013 13:56:58
8
Start runing encode (mbh, keyframe-5, devel2013, 9571, 9603) at 13-Sep-2013 13:56:58
Start runing encode (mbh, keyframe-5, devel2013, 9406, 9438) at 13-Sep-2013 13:56:58
Start runing encode (mbh, keyframe-5, devel2013, 9538, 9570) at 13-Sep-2013 13:56:58
Start runing encode (mbh, keyframe-5, devel2013, 9604, 9636) at 13-Sep-2013 13:56:58
Start runing encode (mbh, keyframe-5, devel2013, 9736, 9768) at 13-Sep-2013 13:56:58
Start runing encode (mbh, keyframe-5, devel2013, 9901, 9933) at 13-Sep-2013 13:56:58
8
Start runing encode (mbh, keyframe-5, devel2013, 9703, 9735) at 13-Sep-2013 13:56:58
8
Start runing encode (mbh, keyframe-5, devel2013, 10099, 10131) at 13-Sep-2013 13:56:58
Start runing encode (mbh, keyframe-5, devel2013, 10165, 10197) at 13-Sep-2013 13:56:58
Start runing encode (mbh, keyframe-5, devel2013, 9307, 9339) at 13-Sep-2013 13:56:58
Start runing encode (mbh, keyframe-5, devel2013, 9076, 9108) at 13-Sep-2013 13:56:59
Start runing encode (mbh, keyframe-5, devel2013, 9802, 9834) at 13-Sep-2013 13:56:59
Finish runing encode (mbh, keyframe-5, devel2013, 9340, 9372) at 13-Sep-2013 13:57:01
Finish runing encode (mbh, keyframe-5, devel2013, 9010, 9042) at 13-Sep-2013 13:57:01
Finish runing encode (mbh, keyframe-5, devel2013, 9472, 9504) at 13-Sep-2013 13:57:02
Finish runing encode (mbh, keyframe-5, devel2013, 31549, 31581) at 13-Sep-2013 13:57:02
Finish runing encode (mbh, keyframe-5, devel2013, 9043, 9075) at 13-Sep-2013 13:57:02
Finish runing encode (mbh, keyframe-5, devel2013, 9538, 9570) at 13-Sep-2013 13:57:02
Finish runing encode (mbh, keyframe-5, devel2013, 9901, 9933) at 13-Sep-2013 13:57:02
Finish runing encode (mbh, keyframe-5, devel2013, 9604, 9636) at 13-Sep-2013 13:57:02
Finish runing encode (mbh, keyframe-5, devel2013, 9571, 9603) at 13-Sep-2013 13:57:02
Finish runing encode (mbh, keyframe-5, devel2013, 10132, 10164) at 13-Sep-2013 13:57:02
Finish runing encode (mbh, keyframe-5, devel2013, 9406, 9438) at 13-Sep-2013 13:57:02
Finish runing encode (mbh, keyframe-5, devel2013, 9307, 9339) at 13-Sep-2013 13:57:02
Finish runing encode (mbh, keyframe-5, devel2013, 9175, 9207) at 13-Sep-2013 13:57:02
Finish runing encode (mbh, keyframe-5, devel2013, 9076, 9108) at 13-Sep-2013 13:57:02
Finish runing encode (mbh, keyframe-5, devel2013, 9274, 9306) at 13-Sep-2013 13:57:02
Finish runing encode (mbh, keyframe-5, devel2013, 10066, 10098) at 13-Sep-2013 13:57:02
Finish runing encode (mbh, keyframe-5, devel2013, 9868, 9900) at 13-Sep-2013 13:57:02
Finish runing encode (mbh, keyframe-5, devel2013, 9703, 9735) at 13-Sep-2013 13:57:02
Finish runing encode (mbh, keyframe-5, devel2013, 9109, 9141) at 13-Sep-2013 13:57:02
Finish runing encode (mbh, keyframe-5, devel2013, 9967, 9999) at 13-Sep-2013 13:57:02
Finish runing encode (mbh, keyframe-5, devel2013, 9373, 9405) at 13-Sep-2013 13:57:02
Finish runing encode (mbh, keyframe-5, devel2013, 9670, 9702) at 13-Sep-2013 13:57:02
Finish runing encode (mbh, keyframe-5, devel2013, 10033, 10065) at 13-Sep-2013 13:57:02
Finish runing encode (mbh, keyframe-5, devel2013, 9439, 9471) at 13-Sep-2013 13:57:02
Finish runing encode (mbh, keyframe-5, devel2013, 9802, 9834) at 13-Sep-2013 13:57:02
Finish runing encode (mbh, keyframe-5, devel2013, 9637, 9669) at 13-Sep-2013 13:57:02
Finish runing encode (mbh, keyframe-5, devel2013, 9142, 9174) at 13-Sep-2013 13:57:02
Finish runing encode (mbh, keyframe-5, devel2013, 9769, 9801) at 13-Sep-2013 13:57:02
Finish runing encode (mbh, keyframe-5, devel2013, 10099, 10131) at 13-Sep-2013 13:57:02
Finish runing encode (mbh, keyframe-5, devel2013, 9835, 9867) at 13-Sep-2013 13:57:02
Finish runing encode (mbh, keyframe-5, devel2013, 9934, 9966) at 13-Sep-2013 13:57:02
Finish runing encode (mbh, keyframe-5, devel2013, 10165, 10197) at 13-Sep-2013 13:57:02
Finish runing encode (mbh, keyframe-5, devel2013, 29074, 29106) at 13-Sep-2013 13:57:05
Finish runing encode (mbh, keyframe-5, devel2013, 31087, 31119) at 13-Sep-2013 13:57:07
Finish runing encode (mbh, keyframe-5, devel2013, 26005, 26037) at 13-Sep-2013 13:57:07
Start runing encode (mbh, keyframe-5, devel2013, 10627, 10659) at 13-Sep-2013 13:57:13
Start runing encode (mbh, keyframe-5, devel2013, 10330, 10362) at 13-Sep-2013 13:57:13
Start runing encode (mbh, keyframe-5, devel2013, 11254, 11286) at 13-Sep-2013 13:57:13
Start runing encode (mbh, keyframe-5, devel2013, 10726, 10758) at 13-Sep-2013 13:57:13
Start runing encode (mbh, keyframe-5, devel2013, 10198, 10230) at 13-Sep-2013 13:57:13
Start runing encode (mbh, keyframe-5, devel2013, 11386, 11418) at 13-Sep-2013 13:57:13
Start runing encode (mbh, keyframe-5, devel2013, 10792, 10824) at 13-Sep-2013 13:57:13
Start runing encode (mbh, keyframe-5, devel2013, 11155, 11187) at 13-Sep-2013 13:57:13
Start runing encode (mbh, keyframe-5, devel2013, 10858, 10890) at 13-Sep-2013 13:57:13
Start runing encode (mbh, keyframe-5, devel2013, 10825, 10857) at 13-Sep-2013 13:57:14
Start runing encode (mbh, keyframe-5, devel2013, 10990, 11022) at 13-Sep-2013 13:57:14
Start runing encode (mbh, keyframe-5, devel2013, 10924, 10956) at 13-Sep-2013 13:57:14
Start runing encode (mbh, keyframe-5, devel2013, 11353, 11385) at 13-Sep-2013 13:57:14
Start runing encode (mbh, keyframe-5, devel2013, 10462, 10494) at 13-Sep-2013 13:57:14
Start runing encode (mbh, keyframe-5, devel2013, 10363, 10395) at 13-Sep-2013 13:57:14
Start runing encode (mbh, keyframe-5, devel2013, 10891, 10923) at 13-Sep-2013 13:57:14
Start runing encode (mbh, keyframe-5, devel2013, 11485, 11517) at 13-Sep-2013 13:57:15
Finish runing encode (mbh, keyframe-5, devel2013, 10231, 10263) at 13-Sep-2013 13:57:16
Start runing encode (mbh, keyframe-5, devel2013, 11452, 11484) at 13-Sep-2013 13:57:16

Finish runing encode (mbh, keyframe-5, devel2013, 10627, 10659) at 13-Sep-2013 13:57:17
Finish runing encode (mbh, keyframe-5, devel2013, 10858, 10890) at 13-Sep-2013 13:57:17
Finish runing encode (mbh, keyframe-5, devel2013, 11221, 11253) at 13-Sep-2013 13:57:17
Finish runing encode (mbh, keyframe-5, devel2013, 10924, 10956) at 13-Sep-2013 13:57:17
Finish runing encode (mbh, keyframe-5, devel2013, 11254, 11286) at 13-Sep-2013 13:57:17
Finish runing encode (mbh, keyframe-5, devel2013, 11056, 11088) at 13-Sep-2013 13:57:17
Finish runing encode (mbh, keyframe-5, devel2013, 10561, 10593) at 13-Sep-2013 13:57:17
Finish runing encode (mbh, keyframe-5, devel2013, 11320, 11352) at 13-Sep-2013 13:57:17
Finish runing encode (mbh, keyframe-5, devel2013, 10198, 10230) at 13-Sep-2013 13:57:17
Finish runing encode (mbh, keyframe-5, devel2013, 10297, 10329) at 13-Sep-2013 13:57:17
Finish runing encode (mbh, keyframe-5, devel2013, 10693, 10725) at 13-Sep-2013 13:57:17
Finish runing encode (mbh, keyframe-5, devel2013, 11089, 11121) at 13-Sep-2013 13:57:17
Finish runing encode (mbh, keyframe-5, devel2013, 11518, 11550) at 13-Sep-2013 13:57:17
Finish runing encode (mbh, keyframe-5, devel2013, 11353, 11385) at 13-Sep-2013 13:57:17
Finish runing encode (mbh, keyframe-5, devel2013, 10726, 10758) at 13-Sep-2013 13:57:17
Finish runing encode (mbh, keyframe-5, devel2013, 10330, 10362) at 13-Sep-2013 13:57:17
Finish runing encode (mbh, keyframe-5, devel2013, 11023, 11055) at 13-Sep-2013 13:57:17
Finish runing encode (mbh, keyframe-5, devel2013, 10759, 10791) at 13-Sep-2013 13:57:17
Finish runing encode (mbh, keyframe-5, devel2013, 11287, 11319) at 13-Sep-2013 13:57:17
Finish runing encode (mbh, keyframe-5, devel2013, 10429, 10461) at 13-Sep-2013 13:57:17
Finish runing encode (mbh, keyframe-5, devel2013, 10957, 10989) at 13-Sep-2013 13:57:17
Finish runing encode (mbh, keyframe-5, devel2013, 10990, 11022) at 13-Sep-2013 13:57:17
Finish runing encode (mbh, keyframe-5, devel2013, 11122, 11154) at 13-Sep-2013 13:57:17
Finish runing encode (mbh, keyframe-5, devel2013, 10264, 10296) at 13-Sep-2013 13:57:17
Finish runing encode (mbh, keyframe-5, devel2013, 10792, 10824) at 13-Sep-2013 13:57:17
Finish runing encode (mbh, keyframe-5, devel2013, 10462, 10494) at 13-Sep-2013 13:57:17
Finish runing encode (mbh, keyframe-5, devel2013, 10891, 10923) at 13-Sep-2013 13:57:17
Finish runing encode (mbh, keyframe-5, devel2013, 11155, 11187) at 13-Sep-2013 13:57:17
Finish runing encode (mbh, keyframe-5, devel2013, 11419, 11451) at 13-Sep-2013 13:57:17
Finish runing encode (mbh, keyframe-5, devel2013, 10495, 10527) at 13-Sep-2013 13:57:17
Finish runing encode (mbh, keyframe-5, devel2013, 11188, 11220) at 13-Sep-2013 13:57:18
Finish runing encode (mbh, keyframe-5, devel2013, 11485, 11517) at 13-Sep-2013 13:57:18
Finish runing encode (mbh, keyframe-5, devel2013, 11452, 11484) at 13-Sep-2013 13:57:20
Finish runing encode (mbh, keyframe-5, devel2013, 29734, 29766) at 13-Sep-2013 13:57:21
Finish runing encode (mbh, keyframe-5, devel2013, 25279, 25311) at 13-Sep-2013 13:57:25
Start runing encode (mbh, keyframe-5, devel2013, 11650, 11682) at 13-Sep-2013 13:57:28
Start runing encode (mbh, keyframe-5, devel2013, 12277, 12309) at 13-Sep-2013 13:57:28
Start runing encode (mbh, keyframe-5, devel2013, 11584, 11616) at 13-Sep-2013 13:57:28
Start runing encode (mbh, keyframe-5, devel2013, 12112, 12144) at 13-Sep-2013 13:57:28
Start runing encode (mbh, keyframe-5, devel2013, 11551, 11583) at 13-Sep-2013 13:57:28
Start runing encode (mbh, keyframe-5, devel2013, 12574, 12606) at 13-Sep-2013 13:57:28
Start runing encode (mbh, keyframe-5, devel2013, 12409, 12441) at 13-Sep-2013 13:57:28
Start runing encode (mbh, keyframe-5, devel2013, 12442, 12474) at 13-Sep-2013 13:57:28
Start runing encode (mbh, keyframe-5, devel2013, 12343, 12375) at 13-Sep-2013 13:57:28
Start runing encode (mbh, keyframe-5, devel2013, 12145, 12177) at 13-Sep-2013 13:57:28
Start runing encode (mbh, keyframe-5, devel2013, 12772, 12804) at 13-Sep-2013 13:57:28
Start runing encode (mbh, keyframe-5, devel2013, 12046, 12078) at 13-Sep-2013 13:57:29
Start runing encode (mbh, keyframe-5, devel2013, 11980, 12012) at 13-Sep-2013 13:57:29
Start runing encode (mbh, keyframe-5, devel2013, 12508, 12540) at 13-Sep-2013 13:57:29
Start runing encode (mbh, keyframe-5, devel2013, 12376, 12408) at 13-Sep-2013 13:57:29
Finish runing encode (mbh, keyframe-5, devel2013, 11914, 11946) at 13-Sep-2013 13:57:31
Finish runing encode (mbh, keyframe-5, devel2013, 27292, 27324) at 13-Sep-2013 13:57:32
Finish runing encode (mbh, keyframe-5, devel2013, 12475, 12507) at 13-Sep-2013 13:57:32
Finish runing encode (mbh, keyframe-5, devel2013, 11617, 11649) at 13-Sep-2013 13:57:32
Finish runing encode (mbh, keyframe-5, devel2013, 12838, 12870) at 13-Sep-2013 13:57:32
Finish runing encode (mbh, keyframe-5, devel2013, 12871, 12903) at 13-Sep-2013 13:57:32
Finish runing encode (mbh, keyframe-5, devel2013, 12013, 12045) at 13-Sep-2013 13:57:32
Finish runing encode (mbh, keyframe-5, devel2013, 11683, 11715) at 13-Sep-2013 13:57:32
Finish runing encode (mbh, keyframe-5, devel2013, 12409, 12441) at 13-Sep-2013 13:57:32
Finish runing encode (mbh, keyframe-5, devel2013, 12640, 12672) at 13-Sep-2013 13:57:32
Finish runing encode (mbh, keyframe-5, devel2013, 12706, 12738) at 13-Sep-2013 13:57:32
Finish runing encode (mbh, keyframe-5, devel2013, 11551, 11583) at 13-Sep-2013 13:57:32
Finish runing encode (mbh, keyframe-5, devel2013, 12904, 12936) at 13-Sep-2013 13:57:32
Finish runing encode (mbh, keyframe-5, devel2013, 11815, 11847) at 13-Sep-2013 13:57:32
Finish runing encode (mbh, keyframe-5, devel2013, 11584, 11616) at 13-Sep-2013 13:57:32
Finish runing encode (mbh, keyframe-5, devel2013, 12145, 12177) at 13-Sep-2013 13:57:32
Finish runing encode (mbh, keyframe-5, devel2013, 12112, 12144) at 13-Sep-2013 13:57:32
Finish runing encode (mbh, keyframe-5, devel2013, 12607, 12639) at 13-Sep-2013 13:57:32
Finish runing encode (mbh, keyframe-5, devel2013, 11650, 11682) at 13-Sep-2013 13:57:32
Finish runing encode (mbh, keyframe-5, devel2013, 12277, 12309) at 13-Sep-2013 13:57:32
Finish runing encode (mbh, keyframe-5, devel2013, 12805, 12837) at 13-Sep-2013 13:57:32
Finish runing encode (mbh, keyframe-5, devel2013, 12046, 12078) at 13-Sep-2013 13:57:32
Finish runing encode (mbh, keyframe-5, devel2013, 12310, 12342) at 13-Sep-2013 13:57:32
Finish runing encode (mbh, keyframe-5, devel2013, 11947, 11979) at 13-Sep-2013 13:57:32
Finish runing encode (mbh, keyframe-5, devel2013, 11881, 11913) at 13-Sep-2013 13:57:32
Finish runing encode (mbh, keyframe-5, devel2013, 11716, 11748) at 13-Sep-2013 13:57:32
Finish runing encode (mbh, keyframe-5, devel2013, 12079, 12111) at 13-Sep-2013 13:57:32
Finish runing encode (mbh, keyframe-5, devel2013, 12211, 12243) at 13-Sep-2013 13:57:32
Finish runing encode (mbh, keyframe-5, devel2013, 12541, 12573) at 13-Sep-2013 13:57:32
Finish runing encode (mbh, keyframe-5, devel2013, 12574, 12606) at 13-Sep-2013 13:57:32
Finish runing encode (mbh, keyframe-5, devel2013, 12343, 12375) at 13-Sep-2013 13:57:32
Finish runing encode (mbh, keyframe-5, devel2013, 12772, 12804) at 13-Sep-2013 13:57:32
Finish runing encode (mbh, keyframe-5, devel2013, 11782, 11814) at 13-Sep-2013 13:57:32
Finish runing encode (mbh, keyframe-5, devel2013, 12178, 12210) at 13-Sep-2013 13:57:32
Finish runing encode (mbh, keyframe-5, devel2013, 12442, 12474) at 13-Sep-2013 13:57:32
Finish runing encode (mbh, keyframe-5, devel2013, 12508, 12540) at 13-Sep-2013 13:57:32
Finish runing encode (mbh, keyframe-5, devel2013, 12673, 12705) at 13-Sep-2013 13:57:32
Finish runing encode (mbh, keyframe-5, devel2013, 11980, 12012) at 13-Sep-2013 13:57:32
Finish runing encode (mbh, keyframe-5, devel2013, 12739, 12771) at 13-Sep-2013 13:57:33
Finish runing encode (mbh, keyframe-5, devel2013, 12244, 12276) at 13-Sep-2013 13:57:33
Finish runing encode (mbh, keyframe-5, devel2013, 12376, 12408) at 13-Sep-2013 13:57:33
Start runing encode (mbh, keyframe-5, devel2013, 12970, 13002) at 13-Sep-2013 13:57:43
Start runing encode (mbh, keyframe-5, devel2013, 13069, 13101) at 13-Sep-2013 13:57:43
Start runing encode (mbh, keyframe-5, devel2013, 13432, 13464) at 13-Sep-2013 13:57:43
Start runing encode (mbh, keyframe-5, devel2013, 13630, 13662) at 13-Sep-2013 13:57:43
Start runing encode (mbh, keyframe-5, devel2013, 13531, 13563) at 13-Sep-2013 13:57:43
Start runing encode (mbh, keyframe-5, devel2013, 13564, 13596) at 13-Sep-2013 13:57:43
Start runing encode (mbh, keyframe-5, devel2013, 13036, 13068) at 13-Sep-2013 13:57:43
Start runing encode (mbh, keyframe-5, devel2013, 13729, 13761) at 13-Sep-2013 13:57:43
Start runing encode (mbh, keyframe-5, devel2013, 12937, 12969) at 13-Sep-2013 13:57:43
Start runing encode (mbh, keyframe-5, devel2013, 13234, 13266) at 13-Sep-2013 13:57:43
Start runing encode (mbh, keyframe-5, devel2013, 14191, 14223) at 13-Sep-2013 13:57:43
Start runing encode (mbh, keyframe-5, devel2013, 13696, 13728) at 13-Sep-2013 13:57:43
Start runing encode (mbh, keyframe-5, devel2013, 13762, 13794) at 13-Sep-2013 13:57:44
Start runing encode (mbh, keyframe-5, devel2013, 13102, 13134) at 13-Sep-2013 13:57:44
Start runing encode (mbh, keyframe-5, devel2013, 13465, 13497) at 13-Sep-2013 13:57:44
Start runing encode (mbh, keyframe-5, devel2013, 14257, 14289) at 13-Sep-2013 13:57:44
Start runing encode (mbh, keyframe-5, devel2013, 13399, 13431) at 13-Sep-2013 13:57:44
Start runing encode (mbh, keyframe-5, devel2013, 13267, 13299) at 13-Sep-2013 13:57:44
Start runing encode (mbh, keyframe-5, devel2013, 13993, 14025) at 13-Sep-2013 13:57:44
Finish runing encode (mbh, keyframe-5, devel2013, 14125, 14157) at 13-Sep-2013 13:57:47
Finish runing encode (mbh, keyframe-5, devel2013, 13498, 13530) at 13-Sep-2013 13:57:47
Finish runing encode (mbh, keyframe-5, devel2013, 13861, 13893) at 13-Sep-2013 13:57:47
Finish runing encode (mbh, keyframe-5, devel2013, 14026, 14058) at 13-Sep-2013 13:57:47
Finish runing encode (mbh, keyframe-5, devel2013, 13828, 13860) at 13-Sep-2013 13:57:47
Finish runing encode (mbh, keyframe-5, devel2013, 13003, 13035) at 13-Sep-2013 13:57:47
Finish runing encode (mbh, keyframe-5, devel2013, 13168, 13200) at 13-Sep-2013 13:57:47
Finish runing encode (mbh, keyframe-5, devel2013, 14290, 14322) at 13-Sep-2013 13:57:47
Finish runing encode (mbh, keyframe-5, devel2013, 12937, 12969) at 13-Sep-2013 13:57:47
Finish runing encode (mbh, keyframe-5, devel2013, 13696, 13728) at 13-Sep-2013 13:57:47
Finish runing encode (mbh, keyframe-5, devel2013, 13531, 13563) at 13-Sep-2013 13:57:47
Finish runing encode (mbh, keyframe-5, devel2013, 14323, 14355) at 13-Sep-2013 13:57:47
Finish runing encode (mbh, keyframe-5, devel2013, 12970, 13002) at 13-Sep-2013 13:57:47
Finish runing encode (mbh, keyframe-5, devel2013, 13036, 13068) at 13-Sep-2013 13:57:47
Finish runing encode (mbh, keyframe-5, devel2013, 13432, 13464) at 13-Sep-2013 13:57:47
Finish runing encode (mbh, keyframe-5, devel2013, 13069, 13101) at 13-Sep-2013 13:57:47
Finish runing encode (mbh, keyframe-5, devel2013, 13564, 13596) at 13-Sep-2013 13:57:47
